2018-07-24 10:26:52,415 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@686] - Invalid session 0x100113700f60000 for client /127.0.0.1:55606, probably expired
2018-07-24 10:26:52,416 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@366] - CancelledKeyException causing close of session 0x100113700f60000
2018-07-24 10:26:52,937 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:55624
2018-07-24 10:26:52,937 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:55624
2018-07-24 10:26:53,206 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100113700f60002 with negotiated timeout 6000 for client /127.0.0.1:55624
2018-07-24 10:26:54,262 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60002 type:delete cxid:0x49 zxid:0x93 txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2018-07-24 19:20:47,655 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100113700f60002, likely client has closed socket
2018-07-24 19:20:47,953 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:55624 which had sessionid 0x100113700f60002
2018-07-24 19:20:48,299 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x100113700f60002, timeout of 6000ms exceeded
2018-07-24 19:20:48,300 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100113700f60002
2018-07-24 19:20:49,035 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:38956
2018-07-24 19:20:49,036 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@941] - Client attempting to renew session 0x100113700f60002 at /127.0.0.1:38956
2018-07-24 19:20:49,036 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@686] - Invalid session 0x100113700f60002 for client /127.0.0.1:38956, probably expired
2018-07-24 19:20:49,038 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:38956 which had sessionid 0x100113700f60002
2018-07-24 19:20:49,044 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:38958
2018-07-24 19:20:49,046 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:38958
2018-07-24 19:20:49,103 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100113700f60003 with negotiated timeout 6000 for client /127.0.0.1:38958
2018-07-24 19:20:49,390 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60003 type:delete cxid:0x49 zxid:0x99 txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2018-07-24 19:50:59,462 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100113700f60003
2018-07-24 19:50:59,477 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:38958 which had sessionid 0x100113700f60003
2018-07-24 19:51:08,096 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:39232
2018-07-24 19:51:08,100 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:39232
2018-07-24 19:51:08,120 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100113700f60004 with negotiated timeout 6000 for client /127.0.0.1:39232
2018-07-24 19:51:08,152 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x1 zxid:0x9c txntype:-1 reqpath:n/a Error Path:/consumers Error:KeeperErrorCode = NodeExists for /consumers
2018-07-24 19:51:08,167 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x2 zxid:0x9d txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2018-07-24 19:51:08,178 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x3 zxid:0x9e txntype:-1 reqpath:n/a Error Path:/brokers/topics Error:KeeperErrorCode = NodeExists for /brokers/topics
2018-07-24 19:51:08,186 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x4 zxid:0x9f txntype:-1 reqpath:n/a Error Path:/config/changes Error:KeeperErrorCode = NodeExists for /config/changes
2018-07-24 19:51:08,195 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x5 zxid:0xa0 txntype:-1 reqpath:n/a Error Path:/admin/delete_topics Error:KeeperErrorCode = NodeExists for /admin/delete_topics
2018-07-24 19:51:08,203 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x6 zxid:0xa1 txntype:-1 reqpath:n/a Error Path:/brokers/seqid Error:KeeperErrorCode = NodeExists for /brokers/seqid
2018-07-24 19:51:08,212 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x7 zxid:0xa2 txntype:-1 reqpath:n/a Error Path:/isr_change_notification Error:KeeperErrorCode = NodeExists for /isr_change_notification
2018-07-24 19:51:08,220 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x8 zxid:0xa3 txntype:-1 reqpath:n/a Error Path:/latest_producer_id_block Error:KeeperErrorCode = NodeExists for /latest_producer_id_block
2018-07-24 19:51:08,228 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100113700f60004 type:create cxid:0x9 zxid:0xa4 txntype:-1 reqpath:n/a Error Path:/log_dir_event_notification Error:KeeperErrorCode = NodeExists for /log_dir_event_notification
